Album,Primary_Artist,Songs_on_Album,Artist,Appearances,Year,Member,Sold
The Big Doe Rehab,Ghostface Killah,16,Raekwon,6,2007,1,N
The Big Doe Rehab,Ghostface Killah,16,Inspectah Deck,0,2007,1,N
The Big Doe Rehab,Ghostface Killah,16,GZA,0,2007,1,N
The Big Doe Rehab,Ghostface Killah,16,ODB,0,2007,1,N
The Big Doe Rehab,Ghostface Killah,16,Method Man,3,2007,1,N
The Big Doe Rehab,Ghostface Killah,16,U-God,1,2007,1,N
The Big Doe Rehab,Ghostface Killah,16,Masta Killa,1,2007,1,N
The Big Doe Rehab,Ghostface Killah,16,Rhythm Roots Allstars,2,2007,0,N
The Big Doe Rehab,Ghostface Killah,16,Shawn Wigs,3,2007,0,N
The Big Doe Rehab,Ghostface Killah,16,Bennie Sigel,1,2007,0,N
The Big Doe Rehab,Ghostface Killah,16,Styles P,1,2007,0,N
The Big Doe Rehab,Ghostface Killah,16,Solomon Childs,1,2007,0,N
The Big Doe Rehab,Ghostface Killah,16,Joi Star,1,2007,0,N
The Big Doe Rehab,Ghostface Killah,16,Kid Capri,1,2007,0,N
The Big Doe Rehab,Ghostface Killah,16,Jayms Madison,1,2007,0,N
The Big Doe Rehab,Ghostface Killah,16,Trife da God,2,2007,0,N
The Big Doe Rehab,Ghostface Killah,16,Sun God,2,2007,0,N
The Big Doe Rehab,Ghostface Killah,16,Papa Don,1,2007,0,N
The Big Doe Rehab,Ghostface Killah,16,Amille D. Harris,1,2007,0,N
The Big Doe Rehab,Ghostface Killah,16,Cappadonna,1,2007,0,N
The Big Doe Rehab,Ghostface Killah,16,Chrisette Michele,1,2007,0,N
No Said Date,Masta Killa,16,RZA,3,2004,1,N
No Said Date,Masta Killa,16,Ghostface Killah,1,2004,1,N
No Said Date,Masta Killa,16,Raekwon,1,2004,1,N
No Said Date,Masta Killa,16,Inspectah Deck,1,2004,1,N
No Said Date,Masta Killa,16,GZA,1,2004,1,N
No Said Date,Masta Killa,16,ODB,1,2004,1,N
No Said Date,Masta Killa,16,Method Man,1,2004,1,N
No Said Date,Masta Killa,16,U-God,1,2004,1,N
No Said Date,Masta Killa,16,Masta Killa,16,2004,1,N
No Said Date,Masta Killa,16,"Shamel, Kareem & Jamel",1,2004,0,N
No Said Date,Masta Killa,16,Streetlife,1,2004,0,N
No Said Date,Masta Killa,16,Prodigal Sunn,1,2004,0,N
No Said Date,Masta Killa,16,Killah Priest,1,2004,0,N
No Said Date,Masta Killa,16,Allah Real,1,2004,0,N
Made in Brooklyn,Masta Killa,13,RZA,1,2006,1,N
Made in Brooklyn,Masta Killa,13,Ghostface Killah,1,2006,1,N
Made in Brooklyn,Masta Killa,13,Raekwon,1,2006,1,N
Made in Brooklyn,Masta Killa,13,Inspectah Deck,1,2006,1,N
Made in Brooklyn,Masta Killa,13,GZA,1,2006,1,N
Made in Brooklyn,Masta Killa,13,ODB,0,2006,1,N
Made in Brooklyn,Masta Killa,13,Method Man,1,2006,1,N
Made in Brooklyn,Masta Killa,13,U-God,1,2006,1,N
Made in Brooklyn,Masta Killa,13,Masta Killa,13,2006,1,N
Made in Brooklyn,Masta Killa,13,"Shamel, Kareem & Jamel",1,2006,0,N
Made in Brooklyn,Masta Killa,13,Startel,1,2006,0,N
Made in Brooklyn,Masta Killa,13,Victorious,1,2006,0,N
Made in Brooklyn,Masta Killa,13,K. Born,1,2006,0,N
Made in Brooklyn,Masta Killa,13,Free Murder,1,2006,0,N
Made in Brooklyn,Masta Killa,13,Killa Sin,1,2006,0,N
Made in Brooklyn,Masta Killa,13,Ski,1,2006,0,N
Made in Brooklyn,Masta Killa,13,Governor Tools,1,2006,0,N
Golden Arms Redemption,U-God,15,RZA,0,1999,1,N
Golden Arms Redemption,U-God,15,Ghostface Killah,0,1999,1,N
Golden Arms Redemption,U-God,15,Raekwon,1,1999,1,N
Golden Arms Redemption,U-God,15,Inspectah Deck,1,1999,1,N
Golden Arms Redemption,U-God,15,GZA,0,1999,1,N
Golden Arms Redemption,U-God,15,ODB,0,1999,1,N
Golden Arms Redemption,U-God,15,Method Man,1,1999,1,N
Golden Arms Redemption,U-God,15,U-God,15,1999,1,N
Golden Arms Redemption,U-God,15,Masta Killa,0,1999,1,N
Golden Arms Redemption,U-God,15,Leatha Face,3,1999,0,N
Golden Arms Redemption,U-God,15,Hell Razah,2,1999,0,N
Mr. Xcitement,U-God,16,RZA,0,2005,1,N
Mr. Xcitement,U-God,16,Ghostface Killah,0,2005,1,N
Mr. Xcitement,U-God,16,Raekwon,0,2005,1,N
Mr. Xcitement,U-God,16,Inspectah Deck,0,2005,1,N
Mr. Xcitement,U-God,16,GZA,0,2005,1,N
Mr. Xcitement,U-God,16,ODB,0,2005,1,N
Mr. Xcitement,U-God,16,Method Man,0,2005,1,N
Mr. Xcitement,U-God,16,U-God,16,2005,1,N
Mr. Xcitement,U-God,16,Masta Killa,0,2005,1,N
Mr. Xcitement,U-God,16,Leatha Face,2,2005,0,N
Mr. Xcitement,U-God,16,MC Eiht,1,2005,0,N
Mr. Xcitement,U-God,16,Squeak Ru,1,2005,0,N
Mr. Xcitement,U-God,16,Boo Kapone,1,2005,0,N
Mr. Xcitement,U-God,16,Ebony Burke,2,2005,0,N
Mr. Xcitement,U-God,16,Cuetrax,1,2005,0,N
Uncontrolled Substance,Inspectah Deck,17,RZA,0,1999,1,N
Uncontrolled Substance,Inspectah Deck,17,Ghostface Killah,0,1999,1,N
Uncontrolled Substance,Inspectah Deck,17,Raekwon,0,1999,1,N
Uncontrolled Substance,Inspectah Deck,17,Inspectah Deck,17,1999,1,N
Uncontrolled Substance,Inspectah Deck,17,GZA,0,1999,1,N
Uncontrolled Substance,Inspectah Deck,17,ODB,0,1999,1,N
Uncontrolled Substance,Inspectah Deck,17,Method Man,0,1999,1,N
Uncontrolled Substance,Inspectah Deck,17,U-God,1,1999,1,N
Uncontrolled Substance,Inspectah Deck,17,Masta Killa,1,1999,1,N
Uncontrolled Substance,Inspectah Deck,17,La the Darkman,2,1999,0,N
Uncontrolled Substance,Inspectah Deck,17,Beretta 9,1,1999,0,N
Uncontrolled Substance,Inspectah Deck,17,Killa Sin,1,1999,0,N
Uncontrolled Substance,Inspectah Deck,17,Streetlife,3,1999,0,N
Uncontrolled Substance,Inspectah Deck,17,Shadii,1,1999,0,N
Uncontrolled Substance,Inspectah Deck,17,Vine Mojica,1,1999,0,N
The Movement,Inspectah Deck,17,RZA,0,2003,1,N
The Movement,Inspectah Deck,17,Ghostface Killah,0,2003,1,N
The Movement,Inspectah Deck,17,Raekwon,0,2003,1,N
The Movement,Inspectah Deck,17,Inspectah Deck,17,2003,1,N
The Movement,Inspectah Deck,17,GZA,0,2003,1,N
The Movement,Inspectah Deck,17,ODB,0,2003,1,N
The Movement,Inspectah Deck,17,Method Man,0,2003,1,N
The Movement,Inspectah Deck,17,U-God,0,2003,1,N
The Movement,Inspectah Deck,17,Masta Killa,0,2003,1,N
The Movement,Inspectah Deck,17,Streetlife,1,2003,0,N
The Movement,Inspectah Deck,17,Kool G Rap,1,2003,0,N
The Movement,Inspectah Deck,17,Killa Sin,1,2003,0,N
The Movement,Inspectah Deck,17,Mojehan,1,2003,0,N
